created_at,species_latin,recording_id,source_path,target_path,segment_index,start_s,duration_s,target_sample_rate_hz,status,message
2026-05-24T19:52:36,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg003_start009.000s.wav,3,9.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg004_start012.000s.wav,4,12.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg005_start015.000s.wav,5,15.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg006_start018.000s.wav,6,18.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg007_start021.000s.wav,7,21.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg008_start024.000s.wav,8,24.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg009_start027.000s.wav,9,27.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg010_start030.000s.wav,10,30.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg011_start033.000s.wav,11,33.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg012_start036.000s.wav,12,36.000,3.000,48000,created,
2026-05-24T19:52:37,Tettigonia viridissima,969765,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/audio/tettigonia-viridissima/XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC969765_seg013_start039.000s.wav,13,39.000,3.000,48000,created,
