recording_id,source,source_url,download_url,file_name,local_path,genus,species,species_latin,species_common_en,group,country,location,latitude,longitude,altitude_m,date_recorded,time_recorded,uploaded_date,recordist,license_url,license_class,quality,sound_type,sex,life_stage,method,animal_seen,playback_used,temperature_c,device,microphone,sample_rate_hz,duration_text,duration_s,remarks,quality_flag,usable_for_training,usable_for_public_release,split,notes
1033455,xeno-canto,https://xeno-canto.org/1033455,https://xeno-canto.org/1033455/download,"XC1033455-Tettigonia-viridissima-R05_0062,-25.07.2025,-Елмахва,+23,-15-30,Елмахва-поле,дорога,1-A.wav",,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Russian Federation,"Pochinok-Bybyt', Komsomol'skiy Rayon, Chuvashia Republic",55.2252,47.6345,130,2025-07-25,15:00,2025-08-27,Albert Lastukhin,https://creativecommons.org/licenses/by-nc-nd/4.0/,no_derivatives,A,calling song,male,adult,field recording,yes,no,22.0,,,96000,0:13,13.0,,ok,no,no,,
1031338,xeno-canto,https://xeno-canto.org/1031338,https://xeno-canto.org/1031338/download,"XC1031338-Tettigonia-viridissima-R05_0051-1-1,-Посадка-ЛЗП,1-км-В-Сунчелеево,-22-00,AAA.wav",,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Russian Federation,"Tatarskoe Suncheleevo, Aksubayevsky District, Republic of Tatarstan",54.6969,50.7285,90,2025-08-04,22:00,2025-08-21,Albert Lastukhin,https://creativecommons.org/licenses/by-nc-nd/4.0/,no_derivatives,A,calling song,male,adult,field recording,no,no,23.0,,,96000,0:37,37.0,,ok,no,no,,
1031335,xeno-canto,https://xeno-canto.org/1031335,https://xeno-canto.org/1031335/download,"XC1031335-Tettigonia-viridissima+Ph.-flcata-R05_0010,3.08.2025,-окр.-Сунчелеево,-пойма,-21-10,2-AA.wav",,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Russian Federation,"Suncheleevo, Aksubayevsky District, Republic of Tatarstan",54.7011,50.6708,80,2025-08-03,21:00,2025-08-21,Albert Lastukhin,https://creativecommons.org/licenses/by-nc-nd/4.0/,no_derivatives,A,calling song,male,adult,field recording,no,no,23.0,,,96000,0:23,23.0,,ok,no,no,,
1031332,xeno-canto,https://xeno-canto.org/1031332,https://xeno-canto.org/1031332/download,"XC1031332-Tettigonia-viridissima-R05_0013,3.08.2025,-окр.-Сунчелеево,трасса,-22-00,1-1-AAA.wav",,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Russian Federation,"Suncheleevo, Aksubayevsky District, Respublika Tatarstan",54.707,50.6735,80,2025-08-03,22:00,2025-08-21,Albert Lastukhin,https://creativecommons.org/licenses/by-nc-nd/4.0/,no_derivatives,A,calling song,male,adult,field recording,no,no,23.0,,,96000,0:17,17.0,,ok,no,no,,
1031331,xeno-canto,https://xeno-canto.org/1031331,https://xeno-canto.org/1031331/download,"XC1031331-Tettigonia-viridissima-R05_0008,3.08.2025,-окр.-Сунчелеево,-пойма,-20-55,1-AAAA.wav",,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Russian Federation,"Suncheleevo, Aksubayevsky District, Republic of Tatarstan",54.7012,50.6706,80,2025-08-03,21:00,2025-08-21,Albert Lastukhin,https://creativecommons.org/licenses/by-nc-nd/4.0/,no_derivatives,A,calling song,male,adult,field recording,yes,no,23.0,,,96000,1:09,69.0,,ok,no,no,,
1027211,xeno-canto,https://xeno-canto.org/1027211,https://xeno-canto.org/1027211/download,XC1027211-20250725_223014.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Greece,"Ioannina, Epirus, Decentralized Administration of Epirus and Western Macedonia",,,500,2025-07-25,21:30,2025-08-08,MarcoFerrante,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,,male,adult,field recording,no,no,,Samsum Galaxy,Echo Meter,256000,0:43,43.0,TEOSS4,ok,yes,no,,
1025507,xeno-canto,https://xeno-canto.org/1025507,https://xeno-canto.org/1025507/download,XC1025507-250719_0143_tet_vir.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Serranía de Cuenca (near  Poyatos), Cuenca, Castile-La Mancha",40.3706,-2.0001,1400,2025-07-19,00:50,2025-08-02,Marta Granadina,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,,male,adult,field recording,no,no,14.0,Tascam 40RX,Tascam 40RX,96000,0:39,39.0,"TEOSS3
Pinus sylvestris forest edge with a cohort of thorny plants
https://observation.org/observation/363828835/",ok,yes,no,,
1012095,xeno-canto,https://xeno-canto.org/1012095,https://xeno-canto.org/1012095/download,XC1012095-TETVIR_250705_5684_Barran65.mp3,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,France,"Galez, Hautes-Pyrénées, Occitanie, Barran",43.178,0.3973,460,2025-07-05,00:06,2025-07-06,Olivier SWIFT,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,male,adult,field recording,no,no,,Tascam DR05X,Dodotronic AOM5024L parabole,48000,0:25,25.0,,ok,yes,no,,
1012094,xeno-canto,https://xeno-canto.org/1012094,https://xeno-canto.org/1012094/download,XC1012094-TETVIR_250705_5681_Barran65.mp3,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,France,"Galez, Hautes-Pyrénées, Occitanie, Barran",43.178,0.3973,460,2025-07-05,00:06,2025-07-06,Olivier SWIFT,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,male,adult,field recording,no,no,,Tascam DR05X,Dodotronic AOM5024L parabole,48000,0:22,22.0,,ok,yes,no,,
1011640,xeno-canto,https://xeno-canto.org/1011640,https://xeno-canto.org/1011640/download,XC1011640-gsv-23h47-2juillet25.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,France,"Saint-Pavace, Sarthe, Pays de la Loire",48.0374,0.187,50,2025-07-02,23:30,2025-07-05,Christian Kerihuel,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,uncertain,,,field recording,no,no,,audiomoth,AOM-5024L,48000,0:24,24.0,,ok,yes,no,,
972523,xeno-canto,https://xeno-canto.org/972523,https://xeno-canto.org/972523/download,XC972523-Tettigonia-viridissima_110624_Gusendo-de-Campos.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Valencia de Don Juan (near  Gusendos de los Oteros), León, Castile and León",42.3823,-5.4395,850,2024-06-11,16:49,2025-02-10,João Ferreira Tomás,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,uncertain,uncertain,field recording,no,no,,Zoom H5,Sennheiser ME66/K6,44100,1:54,114.0,,ok,yes,no,,
969765,xeno-canto,https://xeno-canto.org/969765,https://xeno-canto.org/969765/download,XC969765-T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,France,"Corrèze, Sarroux",45.4226,2.4502,630,2021-09-30,14:35,2025-02-03,Julien Barataud,https://creativecommons.org/licenses/by-sa/4.0/,open,A,calling song,male,adult,field recording,yes,no,19.0,Pettersson D1000x,,384000,0:51,51.0,"diurnal song, original filename: T-viridissima-d19_Sarroux-19_2021-09-30_14_35_08_M00037+++, observationlink: https://www.faune-france.org/index.php?m_id=54&id=108826236",ok,yes,yes,,
969764,xeno-canto,https://xeno-canto.org/969764,https://xeno-canto.org/969764/download,XC969764-T-viridissima-c30_Port-la-Nelle-11_2022-06-16_22_38_19_M00060+++.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,France,"Aude, Port-la-Nouvelle",43.0498,3.0579,4,2022-06-16,22:38,2025-02-03,Julien Barataud,https://creativecommons.org/licenses/by-sa/4.0/,open,A,calling song,male,adult,field recording,yes,no,30.0,Pettersson D1000x,,384000,0:30,30.0,"crepuscular song, original filename: T-viridissima-c30_Port-la-Nelle-11_2022-06-16_22_38_19_M00060+++, observationlink: https://www.faune-france.org/index.php?m_id=54&id=120124249",ok,yes,yes,,
969762,xeno-canto,https://xeno-canto.org/969762,https://xeno-canto.org/969762/download,XC969762-T-viridissima-c20_St-Vallier-de-Thiey-06_2020-07-07_M00132+++.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,France,"Alpes-Maritimes, Saint-Vallier-de-Thiey",43.716,6.8583,901,2020-07-07,?,2025-02-03,Julien Barataud,https://creativecommons.org/licenses/by-sa/4.0/,open,A,calling song,male,adult,field recording,yes,no,20.0,Pettersson D1000x,,384000,0:26,26.0,"crepuscular song, original filename: T-viridissima-c20_St-Vallier-de-Thiey-06_2020-07-07_M00132+++, observationlink: https://www.faune-france.org/index.php?m_id=54&id=92997601",ok,yes,yes,,
961164,xeno-canto,https://xeno-canto.org/961164,https://xeno-canto.org/961164/download,XC961164-Tettigonia-viridissima---20_44--Kiesgr.-Th.-VOC_190829-8235.wav.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Germany,"Damm, Kiesgrube Thainung (near  Vilgertshofen), Landsberg/Lech, Upper Bavaria, Bavaria",47.9615,10.961,700,2019-08-29,20:44,2025-01-15,Beatrix Saadi-Varchmin,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,male,adult,field recording,no,no,,Olympus LS-100,Sennheiser MKH 70 P48,44100,0:28,28.0,sings on the very evening of an hot day in August,ok,yes,no,,
1096296,xeno-canto,https://xeno-canto.org/1096296,https://xeno-canto.org/1096296/download,XC1096296-20210815_200008_tettigonia_viridis.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Germany,"Mittelsachsen (near  Freiberg), Sachsen",50.9389,13.3033,360,2021-08-15,20:00,2026-04-11,Norman Schiwora,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,yes,no,,Zoom H5NPro,Stereomikrophon H5NPro,96000,0:07,7.0,,ok,yes,no,,
1087084,xeno-canto,https://xeno-canto.org/1087084,https://xeno-canto.org/1087084/download,XC1087084-tettigonia-viridissima-3-sendero-puente-boquerones-28-05-2022.mp3,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Córdoba (near  Santa María de Trassierra), Córdoba, Andalucía",37.951,-4.963,180,2022-05-28,?,2026-03-11,Esperanza Poveda,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,no,no,,olympus dm770,no,44100,9:41,581.0,Orilla de un río con vegetación de tarays y juncos.,ok,yes,no,,
1087083,xeno-canto,https://xeno-canto.org/1087083,https://xeno-canto.org/1087083/download,XC1087083-tettigonia-viridissima-2-sendero-puente-boquerones-28-05-2022.mp3,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Córdoba (near  Santa María de Trassierra), Córdoba, Andalucía",37.951,-4.963,180,2022-05-28,?,2026-03-11,Esperanza Poveda,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,no,no,,olympus dm770,no,44100,15:54,954.0,Orilla de un río con vegetación de tarays y juncos.,ok,yes,no,,
1087082,xeno-canto,https://xeno-canto.org/1087082,https://xeno-canto.org/1087082/download,XC1087082-tettighonia-viridissima-1-sendero-puente-boquerones-28-05-2022.mp3,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Córdoba (near  Santa María de Trassierra), Córdoba, Andalucía",37.951,-4.963,180,2022-05-28,?,2026-03-11,Esperanza Poveda,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,no,no,,olympus dm770,no,44100,11:50,710.0,Orilla de un río con vegetación de tarays y juncos.,ok,yes,no,,
1063609,xeno-canto,https://xeno-canto.org/1063609,https://xeno-canto.org/1063609/download,XC1063609-tettigonia-viridissima-cañón-del-segura-21-10-2025-15-grados.mp3,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Sierra de Segura (near  Santiago-Pontones), Jaén, Andalusia",38.1267,-2.6633,1300,2025-10-23,?,2025-12-09,Esperanza Poveda,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,yes,no,15.0,tascam dr05x,no,44100,0:38,38.0,Bosque de ribera con matorral.,ok,yes,no,,
1046531,xeno-canto,https://xeno-canto.org/1046531,https://xeno-canto.org/1046531/download,XC1046531-250723_0019_Tettigonia_viridissima.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Greece,"Ioannina (near  Konitsa), Epirus, Decentralized Administration of Epirus and Western Macedonia",40.0502,20.7441,550,2025-07-23,21:27,2025-10-09,Milan van Hirtum,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,yes,no,28.0,TASCAM DR-05X,DODOTRONIC HI-SOUND EVO,44100,0:18,18.0,"TEOSS4, with Sevasti Lepenou",ok,yes,no,,
1039292,xeno-canto,https://xeno-canto.org/1039292,https://xeno-canto.org/1039292/download,XC1039292-250905_037.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Coll de Fadas, Ribagorza,Huesca, Aragón",42.4855,0.5413,1500,2025-09-05,21:50,2025-09-14,Cedric Mroczko,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,"calling song, nocturnal song",,,field recording,no,no,,Sound Devices MixPre3-II,Naiant XX stereo (1st gen.),192000,2:34,154.0,High-pass filtered. f3 + xx stereo,ok,yes,no,,
1039269,xeno-canto,https://xeno-canto.org/1039269,https://xeno-canto.org/1039269/download,XC1039269-250905_034.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Laspaúles, Ribagorza, Huesca, Aragón",42.4731,0.5939,1500,2025-09-05,18:15,2025-09-14,Cedric Mroczko,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,,,field recording,yes,no,,Sound Devices MixPre3-II,Naiant XX stereo (1st gen.),192000,0:58,58.0,High-pass filtered. f3 + xx stereo,ok,yes,no,,
1034916,xeno-canto,https://xeno-canto.org/1034916,https://xeno-canto.org/1034916/download,XC1034916-CM-042.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Italy,"Coli, Province of Piacenza, Emilia-Romagna",44.7869,9.4873,700,2025-08-08,21:15,2025-09-01,Cedric Mroczko,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,,,field recording,yes,no,,Sound Devices Mixpre3-II,Naiant XX stereo (1st gen.),192000,2:48,168.0,High-pass filtered. mixpre3 + xx,ok,yes,no,,
1033766,xeno-canto,https://xeno-canto.org/1033766,https://xeno-canto.org/1033766/download,XC1033766-250725_0045_T_viridissima_O_pellucens.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Greece,"Epirus, Konitsa",40.0481,20.7453,550,2025-07-26,19:00,2025-08-29,SEVASTI LEPENOU,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,unknown,no,32.0,TASCAM DR-05X,DODOTRONIC HI-SOUND EVO,96000,1:00,60.0,"TEOSS4 , with Milan van Hirtum.",ok,yes,no,,
1033160,xeno-canto,https://xeno-canto.org/1033160,https://xeno-canto.org/1033160/download,XC1033160-250816_0084-TetVir.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Los Filabres-Tabernas (near  Aldeire), Granada, Andalusia",37.1061,-3.0254,2000,2025-08-16,17:30,2025-08-26,Marta Granadina,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,,male,adult,field recording,no,no,30.0,Tascam 40RX,Tascam 40RX,96000,0:19,19.0,"TEOSS5 
https://observation.org/observation/370484703/
No filtered. Pinetree forest near a river
",ok,yes,no,,
1029323,xeno-canto,https://xeno-canto.org/1029323,https://xeno-canto.org/1029323/download,XC1029323-Tettigonia_viridissima.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Vega de Granada (near  Sierra Nevada), Granada, Andalucía",37.0921,-3.3989,2100,2025-08-14,23:51,2025-08-15,Olga Fernández,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,,male,adult,field recording,no,no,17.0,TASCAM,,96000,2:02,122.0,TEOSS5,ok,yes,no,,
1027641,xeno-canto,https://xeno-canto.org/1027641,https://xeno-canto.org/1027641/download,XC1027641-20250809_153354.WAV.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Netherlands,"Katwijk aan Zee, Katwijk, South Holland",52.1853,4.3939,10,2025-08-09,15:30,2025-08-09,Burooj Ghani,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,courtship song,male,adult,field recording,no,no,23.0,Audio Moth,,384000,0:26,26.0,,ok,yes,no,,
1025500,xeno-canto,https://xeno-canto.org/1025500,https://xeno-canto.org/1025500/download,XC1025500-250718_0122_tet_vir+alb_zap.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Spain,"Serranía de Cuenca (near  Poyatos), Cuenca, Castile-La Mancha",40.3711,-2.0011,1400,2025-07-17,23:30,2025-08-02,Marta Granadina,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,,male,adult,field recording,yes,no,18.0,Tascam DR05,Tascam DR05,96000,0:36,36.0,"TEOSS3
Pinus sylvestris forest edge with a cohort of thorny plants
https://observation.org/observation/366462412/",ok,yes,no,,
1025108,xeno-canto,https://xeno-canto.org/1025108,https://xeno-canto.org/1025108/download,XC1025108-250725_0028_Tettigonia-viridissima_backgrOecpell.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Greece,"Ioannina, Epirus, Decentralized Administration of Epirus and Western Macedonia",40.0158,20.6938,420,2025-07-25,22:30,2025-08-01,Nefeli Kotitsa,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,no,no,26.0,TASCAM DR-40X,TASCAM DR-40X,96000,0:06,6.0,TEOSS4,ok,yes,no,,
1025051,xeno-canto,https://xeno-canto.org/1025051,https://xeno-canto.org/1025051/download,XC1025051-250725_0024_Tettigonia-viridissima_backgrVoices.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Greece,"Ioannina, Epirus, Decentralized Administration of Epirus and Western Macedonia",40.0158,20.6938,420,2025-07-25,22:30,2025-08-01,Nefeli Kotitsa,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,no,no,26.0,TASCAM DR-40X,TASCAM DR-40X,96000,0:11,11.0,TEOSS4,ok,yes,no,,
1024479,xeno-canto,https://xeno-canto.org/1024479,https://xeno-canto.org/1024479/download,XC1024479-250723_0005_Tettigonia-viridissima_backgrOecpell.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Greece,"Ioannina, Epirus, Decentralized Administration of Epirus and Western Macedonia",40.0498,20.7454,550,2025-07-23,21:00,2025-07-30,Nefeli Kotitsa,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,no,no,26.0,TASCAM DR-40X,TASCAM DR-40X,96000,0:14,14.0,TEOSS4,ok,yes,no,,
1023572,xeno-canto,https://xeno-canto.org/1023572,https://xeno-canto.org/1023572/download,XC1023572-250725_0036_Decticus_albifrons+Oecanthus_pellucens.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,Greece,Kallithea,40.052,20.74,500,2025-07-26,19:34,2025-07-28,Diana Berezovska,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,male,adult,field recording,yes,no,29.0,Digital recorder,Profesional microphone Dodo-1/Tascam-2,96000,0:16,16.0,TEOSS4,ok,yes,no,,
1022032,xeno-canto,https://xeno-canto.org/1022032,https://xeno-canto.org/1022032/download,XC1022032-CM-002.wav,,Tettigonia,viridissima,Tettigonia viridissima,Great Green Bush-cricket,grasshoppers,France,"Mouzieys-Panens, Tarn, Occitanie",44.1041,1.9111,180,2025-07-26,21:35,2025-07-26,Cedric Mroczko,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,calling song,,,field recording,no,no,,Sound Devices MixPre-3 II,Naiant XX stereo (1st gen.),192000,2:54,174.0,High-pass filtered. mixpre3 + xx,ok,yes,no,,
