recording_id,source,source_url,download_url,file_name,local_path,genus,species,species_latin,species_common_en,group,country,location,latitude,longitude,altitude_m,date_recorded,time_recorded,uploaded_date,recordist,license_url,license_class,quality,sound_type,sex,life_stage,method,animal_seen,playback_used,temperature_c,device,microphone,sample_rate_hz,duration_text,duration_s,remarks,quality_flag,usable_for_training,usable_for_public_release,split,notes
1035309,xeno-canto,https://xeno-canto.org/1035309,https://xeno-canto.org/1035309/download,XC1035309-CM-013.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Italy,"Spiaggia di Zibello, Provincia di Parma, Emilia-Romagna",45.0302,10.1361,20,2025-08-09,12:50,2025-09-02,Cedric Mroczko,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,E,calling song,,,field recording,no,no,,Sound Devices Mixpre3-II,Naiant XX stereo (1st gen.),192000,0:56,56.0,*Leptophyes* sp. High-pass filtered. mixpre3 + xx,review,no,no,,
446553,xeno-canto,https://xeno-canto.org/446553,https://xeno-canto.org/446553/download,XC446553-Leptophyes punctatissima.mp3,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Netherlands,"Groesbeek, Groesbeek, Gelderland",51.7853,5.887,40,1993-07-19,22:30,2018-12-19,Baudewijn Odé,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,B,song,male,,field recording,yes,no,,,,44100,0:27,27.0,,ok,yes,no,,
907665,xeno-canto,https://xeno-canto.org/907665,https://xeno-canto.org/907665/download,XC907665-200813_092_mono1.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Bulgaria,"Struma valley, Lehovo vill.",41.407,23.4956,560,2020-08-13,22:15,2024-05-29,Dragan Chobanov,https://creativecommons.org/licenses/by-sa/4.0/,open,A,calling song,male,adult,studio recording,yes,no,18.0,Tascam DR-680MKII,Pettersson D500 microphone,192000,10:18,618.0,"Original filename: 200813_092_mono1.wav, collected as nymph from mesophytic scrub. Male calling, shortened file",ok,yes,yes,,
907664,xeno-canto,https://xeno-canto.org/907664,https://xeno-canto.org/907664/download,XC907664-200813_091_mono1.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Bulgaria,"Struma valley, Lehovo vill.",41.407,23.4956,560,2020-08-13,22:15,2024-05-29,Dragan Chobanov,https://creativecommons.org/licenses/by-sa/4.0/,open,A,calling song,male,adult,studio recording,yes,no,19.0,Tascam DR-680MKII,Pettersson D500 microphone,192000,9:19,559.0,"Original filename: 200813_091_mono1.wav, collected as nymph from mesophytic scrub. Male calling, shortened file",ok,yes,yes,,
827406,xeno-canto,https://xeno-canto.org/827406,https://xeno-canto.org/827406/download,XC827406-Leptophyes-punctatissima-+.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-23,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:16,16.0,,ok,yes,no,,
827405,xeno-canto,https://xeno-canto.org/827405,https://xeno-canto.org/827405/download,XC827405-Leptophyes-punctatissima-+-3.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-23,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:18,18.0,,ok,yes,no,,
827404,xeno-canto,https://xeno-canto.org/827404,https://xeno-canto.org/827404/download,XC827404-Leptophyes-punctatissima-+-2.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-23,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:02,2.0,,ok,yes,no,,
827391,xeno-canto,https://xeno-canto.org/827391,https://xeno-canto.org/827391/download,XC827391-Leptophyes-punctatissima-+++.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-21,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:45,45.0,,ok,yes,no,,
827390,xeno-canto,https://xeno-canto.org/827390,https://xeno-canto.org/827390/download,XC827390-Leptophyes-punctatissima-++.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-21,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:30,30.0,,ok,yes,no,,
827389,xeno-canto,https://xeno-canto.org/827389,https://xeno-canto.org/827389/download,XC827389-Leptophyes-punctatissima-++-2.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-21,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:30,30.0,,ok,yes,no,,
827388,xeno-canto,https://xeno-canto.org/827388,https://xeno-canto.org/827388/download,XC827388-Leptophyes-punctatissima-+.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-21,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:21,21.0,,ok,yes,no,,
827387,xeno-canto,https://xeno-canto.org/827387,https://xeno-canto.org/827387/download,XC827387-Leptophyes-punctatissima-+-4.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-21,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:50,50.0,,ok,yes,no,,
827386,xeno-canto,https://xeno-canto.org/827386,https://xeno-canto.org/827386/download,XC827386-Leptophyes-punctatissima-+-3.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-21,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,0:45,45.0,,ok,yes,no,,
827384,xeno-canto,https://xeno-canto.org/827384,https://xeno-canto.org/827384/download,XC827384-Leptophyes-punctatissima-+-2.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,France,"Arrondissement de Nice (near  La Brigue), Alpes-Maritimes, Provence-Alpes-Côte d'Azur",44.099,7.6634,1500,2023-08-21,23:00,2023-09-05,Stanislas Wroza,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,,,field recording,unknown,unknown,,Active recorder,Active recorder,384000,1:44,104.0,,ok,yes,no,,
781237,xeno-canto,https://xeno-canto.org/781237,https://xeno-canto.org/781237/download,XC781237-LEPPUN_20210811_212552.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Netherlands,"Plasmolen, Mook en Middelaar, Limburg",51.7375,5.9141,10,2021-08-11,21:25:52,2023-02-19,Baudewijn Odé,https://creativecommons.org/licenses/by-nc-sa/4.0/,non_commercial,A,calling song,male,adult,field recording,no,no,,iPhone,Echo Meter Touch 2 Pro,256000,0:28,28.0,,ok,yes,no,,
907947,xeno-canto,https://xeno-canto.org/907947,https://xeno-canto.org/907947/download,XC907947-Leptophyes_punctatissima_GR-Elia.STE-012.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Greece,"Peloponnesos, Erymanthos valley, Elia vill.",37.6885,21.813,200,2015-07-27,00:40,2024-05-29,Dragan Chobanov,https://creativecommons.org/licenses/by-sa/4.0/,open,B,calling song,male,adult,studio recording,yes,no,27.2,Zoom H2 Recorder,Pettersson D500 microphone,96000,2:02,122.0,"Original filename: Leptophyes_punctatissima_GR-Elia.STE-012.wav, Collected as nymphs from mesophyte maquis. male calling, single syllable of Bucephaloptera sp. (TR: Anitli) may be recorded",ok,yes,yes,,
907946,xeno-canto,https://xeno-canto.org/907946,https://xeno-canto.org/907946/download,XC907946-Leptophyes_punctatissima_GR-Elia.STE-011.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Greece,"Peloponnesos, Erymanthos valley, Elia vill.",37.6885,21.813,200,2015-07-27,00:40,2024-05-29,Dragan Chobanov,https://creativecommons.org/licenses/by-sa/4.0/,open,B,calling song,male,adult,studio recording,yes,no,27.2,Zoom H2 Recorder,Pettersson D500 microphone,96000,1:09,69.0,"Original filename: Leptophyes_punctatissima_GR-Elia.STE-011.wav, Collected as nymphs from mesophyte maquis. male calling, single syllable of Bucephaloptera sp. (TR: Anitli) may be recorded",ok,yes,yes,,
907945,xeno-canto,https://xeno-canto.org/907945,https://xeno-canto.org/907945/download,XC907945-Leptophyes_punctatissima_GR-Elia.STE-010.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Greece,"Peloponnesos, Erymanthos valley, Elia vill.",37.6885,21.813,200,2015-07-27,00:40,2024-05-29,Dragan Chobanov,https://creativecommons.org/licenses/by-sa/4.0/,open,B,calling song,male,adult,studio recording,yes,no,27.2,Zoom H2 Recorder,Pettersson D500 microphone,96000,1:24,84.0,"Original filename: Leptophyes_punctatissima_GR-Elia.STE-010.wav, Collected as nymphs from mesophyte maquis. male calling, single syllable of Bucephaloptera sp. (TR: Anitli) may be recorded",ok,yes,yes,,
907944,xeno-canto,https://xeno-canto.org/907944,https://xeno-canto.org/907944/download,XC907944-Leptophyes_punctatissima_GR-Elia.STE-005.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Greece,"Peloponnesos, Erymanthos valley, Elia vill.",37.6885,21.813,200,2015-07-23,03:15,2024-05-29,Dragan Chobanov,https://creativecommons.org/licenses/by-sa/4.0/,open,B,calling song,male,adult,studio recording,yes,no,23.3,Zoom H2 Recorder,Pettersson D500 microphone,96000,1:49,109.0,"Original filename: Leptophyes_punctatissima_GR-Elia.STE-005.wav, Collected as nymphs from mesophyte maquis. Male calling",ok,yes,yes,,
886505,xeno-canto,https://xeno-canto.org/886505,https://xeno-canto.org/886505/download,XC886505-LEPU1101.wav,,Leptophyes,punctatissima,Leptophyes punctatissima,Speckled Bush-cricket,grasshoppers,Greece,"Lakonia, Taigetos Mt., refuge above Krioneri above Anogeia (22° 22' E, 36° 57' N), elev. 1550-1750 m, coll. K.-G. Heller & M. Heller, location: 7260433",36.95,22.3667,,2011-08-28,20:15,2024-03-26,K.-G. Heller,https://creativecommons.org/licenses/by-sa/4.0/,open,B,calling song,male,adult,studio recording,yes,no,23.0,Pettersson D1000X,Pettersson D1000X,300000,1:21,81.0,"original filename: LEPU1101.wav, oder CH7461-3; Tier in großem Drosophilaglas, Mikro darüber; ca. 10 min nach Paarung",ok,yes,yes,,
